,dataset,filename,actor,emotion,length,gender,set
242,RAVDESS,clean/RAVDESS\Actor_05\03-01-06-02-02-01-05.wav,5,fearful,1.757414966,male,train
243,RAVDESS,clean/RAVDESS\Actor_05\03-01-06-02-02-02-05.wav,5,fearful,1.9430839,male,test
244,RAVDESS,clean/RAVDESS\Actor_05\03-01-07-01-01-01-05.wav,5,disgusted,1.372970522,male,test
245,RAVDESS,clean/RAVDESS\Actor_05\03-01-07-01-01-02-05.wav,5,disgusted,1.732471655,male,train
246,RAVDESS,clean/RAVDESS\Actor_05\03-01-07-01-02-01-05.wav,5,disgusted,1.813106576,male,train
247,RAVDESS,clean/RAVDESS\Actor_05\03-01-07-01-02-02-05.wav,5,disgusted,1.670612245,male,test
248,RAVDESS,clean/RAVDESS\Actor_05\03-01-07-02-01-01-05.wav,5,disgusted,2.144172336,male,train
249,RAVDESS,clean/RAVDESS\Actor_05\03-01-07-02-01-02-05.wav,5,disgusted,2.022222222,male,train
250,RAVDESS,clean/RAVDESS\Actor_05\03-01-07-02-02-01-05.wav,5,disgusted,2.47755102,male,train
251,RAVDESS,clean/RAVDESS\Actor_05\03-01-07-02-02-02-05.wav,5,disgusted,2.787664399,male,train
252,RAVDESS,clean/RAVDESS\Actor_05\03-01-08-01-01-01-05.wav,5,surprised,1.818594104,male,train
253,RAVDESS,clean/RAVDESS\Actor_05\03-01-08-01-01-02-05.wav,5,surprised,1.841043084,male,train
254,RAVDESS,clean/RAVDESS\Actor_05\03-01-08-01-02-01-05.wav,5,surprised,1.236734694,male,test
255,RAVDESS,clean/RAVDESS\Actor_05\03-01-08-01-02-02-05.wav,5,surprised,1.789115646,male,train
256,RAVDESS,clean/RAVDESS\Actor_05\03-01-08-02-01-01-05.wav,5,surprised,2.217596372,male,train
257,RAVDESS,clean/RAVDESS\Actor_05\03-01-08-02-01-02-05.wav,5,surprised,2.25845805,male,train
258,RAVDESS,clean/RAVDESS\Actor_05\03-01-08-02-02-01-05.wav,5,surprised,1.740090703,male,train
259,RAVDESS,clean/RAVDESS\Actor_05\03-01-08-02-02-02-05.wav,5,surprised,1.736099773,male,test
260,RAVDESS,clean/RAVDESS\Actor_06\03-01-01-01-01-01-06.wav,6,neutral,1.358639456,female,train
261,RAVDESS,clean/RAVDESS\Actor_06\03-01-01-01-01-02-06.wav,6,neutral,1.65260771,female,train
262,RAVDESS,clean/RAVDESS\Actor_06\03-01-01-01-02-01-06.wav,6,neutral,1.515283447,female,train
263,RAVDESS,clean/RAVDESS\Actor_06\03-01-01-01-02-02-06.wav,6,neutral,1.535782313,female,train
264,RAVDESS,clean/RAVDESS\Actor_06\03-01-03-01-01-01-06.wav,6,happy,1.749251701,female,train
265,RAVDESS,clean/RAVDESS\Actor_06\03-01-03-01-01-02-06.wav,6,happy,2.146258503,female,test
266,RAVDESS,clean/RAVDESS\Actor_06\03-01-03-01-02-01-06.wav,6,happy,1.582993197,female,train
267,RAVDESS,clean/RAVDESS\Actor_06\03-01-03-01-02-02-06.wav,6,happy,1.589750567,female,train
268,RAVDESS,clean/RAVDESS\Actor_06\03-01-03-02-01-01-06.wav,6,happy,2.465895692,female,train
269,RAVDESS,clean/RAVDESS\Actor_06\03-01-03-02-01-02-06.wav,6,happy,2.242222222,female,train
270,RAVDESS,clean/RAVDESS\Actor_06\03-01-03-02-02-01-06.wav,6,happy,2.627256236,female,test
271,RAVDESS,clean/RAVDESS\Actor_06\03-01-03-02-02-02-06.wav,6,happy,2.950748299,female,train
272,RAVDESS,clean/RAVDESS\Actor_06\03-01-04-01-01-01-06.wav,6,sad,1.512517007,female,train
273,RAVDESS,clean/RAVDESS\Actor_06\03-01-04-01-01-02-06.wav,6,sad,1.588752834,female,train
274,RAVDESS,clean/RAVDESS\Actor_06\03-01-04-01-02-01-06.wav,6,sad,1.60154195,female,train
275,RAVDESS,clean/RAVDESS\Actor_06\03-01-04-01-02-02-06.wav,6,sad,1.552471655,female,train
276,RAVDESS,clean/RAVDESS\Actor_06\03-01-04-02-01-01-06.wav,6,sad,2.820634921,female,train
277,RAVDESS,clean/RAVDESS\Actor_06\03-01-04-02-01-02-06.wav,6,sad,1.971020408,female,test
278,RAVDESS,clean/RAVDESS\Actor_06\03-01-04-02-02-01-06.wav,6,sad,3.060090703,female,train
279,RAVDESS,clean/RAVDESS\Actor_06\03-01-04-02-02-02-06.wav,6,sad,2.745895692,female,train
280,RAVDESS,clean/RAVDESS\Actor_06\03-01-05-01-01-01-06.wav,6,angry,1.85569161,female,train
281,RAVDESS,clean/RAVDESS\Actor_06\03-01-05-01-01-02-06.wav,6,angry,2.135827664,female,train
282,RAVDESS,clean/RAVDESS\Actor_06\03-01-05-01-02-01-06.wav,6,angry,2.314875283,female,train
283,RAVDESS,clean/RAVDESS\Actor_06\03-01-05-01-02-02-06.wav,6,angry,2.069659864,female,train
284,RAVDESS,clean/RAVDESS\Actor_06\03-01-05-02-01-01-06.wav,6,angry,2.732743764,female,train
285,RAVDESS,clean/RAVDESS\Actor_06\03-01-05-02-01-02-06.wav,6,angry,2.76829932,female,test
286,RAVDESS,clean/RAVDESS\Actor_06\03-01-05-02-02-01-06.wav,6,angry,3.019909297,female,test
287,RAVDESS,clean/RAVDESS\Actor_06\03-01-05-02-02-02-06.wav,6,angry,3.195464853,female,train
288,RAVDESS,clean/RAVDESS\Actor_06\03-01-06-01-01-01-06.wav,6,fearful,1.788344671,female,train
289,RAVDESS,clean/RAVDESS\Actor_06\03-01-06-01-01-02-06.wav,6,fearful,1.576598639,female,test
290,RAVDESS,clean/RAVDESS\Actor_06\03-01-06-01-02-01-06.wav,6,fearful,1.720861678,female,test
291,RAVDESS,clean/RAVDESS\Actor_06\03-01-06-01-02-02-06.wav,6,fearful,1.678095238,female,train
292,RAVDESS,clean/RAVDESS\Actor_06\03-01-06-02-01-01-06.wav,6,fearful,3.250022676,female,train
293,RAVDESS,clean/RAVDESS\Actor_06\03-01-06-02-01-02-06.wav,6,fearful,2.643809524,female,train
294,RAVDESS,clean/RAVDESS\Actor_06\03-01-06-02-02-01-06.wav,6,fearful,2.74430839,female,test
295,RAVDESS,clean/RAVDESS\Actor_06\03-01-06-02-02-02-06.wav,6,fearful,3.477687075,female,train
296,RAVDESS,clean/RAVDESS\Actor_06\03-01-07-01-01-01-06.wav,6,disgusted,2.024444444,female,test
297,RAVDESS,clean/RAVDESS\Actor_06\03-01-07-01-01-02-06.wav,6,disgusted,2.109659864,female,test
298,RAVDESS,clean/RAVDESS\Actor_06\03-01-07-01-02-01-06.wav,6,disgusted,1.702811791,female,test
299,RAVDESS,clean/RAVDESS\Actor_06\03-01-07-01-02-02-06.wav,6,disgusted,1.800544218,female,train
300,RAVDESS,clean/RAVDESS\Actor_06\03-01-07-02-01-01-06.wav,6,disgusted,2.335827664,female,train
301,RAVDESS,clean/RAVDESS\Actor_06\03-01-07-02-01-02-06.wav,6,disgusted,2.032290249,female,train
302,RAVDESS,clean/RAVDESS\Actor_06\03-01-07-02-02-01-06.wav,6,disgusted,2.17106576,female,train
303,RAVDESS,clean/RAVDESS\Actor_06\03-01-07-02-02-02-06.wav,6,disgusted,2.018503401,female,test
304,RAVDESS,clean/RAVDESS\Actor_06\03-01-08-01-01-01-06.wav,6,surprised,1.326848073,female,train
305,RAVDESS,clean/RAVDESS\Actor_06\03-01-08-01-01-02-06.wav,6,surprised,1.319727891,female,train
306,RAVDESS,clean/RAVDESS\Actor_06\03-01-08-01-02-01-06.wav,6,surprised,1.354920635,female,test
307,RAVDESS,clean/RAVDESS\Actor_06\03-01-08-01-02-02-06.wav,6,surprised,1.313605442,female,train
308,RAVDESS,clean/RAVDESS\Actor_06\03-01-08-02-01-01-06.wav,6,surprised,1.346802721,female,test
309,RAVDESS,clean/RAVDESS\Actor_06\03-01-08-02-01-02-06.wav,6,surprised,1.525759637,female,test
310,RAVDESS,clean/RAVDESS\Actor_06\03-01-08-02-02-01-06.wav,6,surprised,1.50829932,female,train
311,RAVDESS,clean/RAVDESS\Actor_06\03-01-08-02-02-02-06.wav,6,surprised,1.44122449,female,train
312,RAVDESS,clean/RAVDESS\Actor_07\03-01-01-01-01-01-07.wav,7,neutral,2.034829932,male,test
313,RAVDESS,clean/RAVDESS\Actor_07\03-01-01-01-01-02-07.wav,7,neutral,1.943174603,male,train
314,RAVDESS,clean/RAVDESS\Actor_07\03-01-01-01-02-01-07.wav,7,neutral,1.996961451,male,train
315,RAVDESS,clean/RAVDESS\Actor_07\03-01-01-01-02-02-07.wav,7,neutral,1.95845805,male,train
316,RAVDESS,clean/RAVDESS\Actor_07\03-01-03-01-01-01-07.wav,7,happy,1.598956916,male,train
317,RAVDESS,clean/RAVDESS\Actor_07\03-01-03-01-01-02-07.wav,7,happy,1.636099773,male,train
318,RAVDESS,clean/RAVDESS\Actor_07\03-01-03-01-02-01-07.wav,7,happy,1.536825397,male,train
319,RAVDESS,clean/RAVDESS\Actor_07\03-01-03-01-02-02-07.wav,7,happy,1.536825397,male,train
320,RAVDESS,clean/RAVDESS\Actor_07\03-01-03-02-01-01-07.wav,7,happy,2.924126984,male,train
321,RAVDESS,clean/RAVDESS\Actor_07\03-01-03-02-01-02-07.wav,7,happy,2.957596372,male,train
322,RAVDESS,clean/RAVDESS\Actor_07\03-01-03-02-02-01-07.wav,7,happy,2.945124717,male,train
323,RAVDESS,clean/RAVDESS\Actor_07\03-01-03-02-02-02-07.wav,7,happy,2.416417234,male,test
324,RAVDESS,clean/RAVDESS\Actor_07\03-01-04-01-01-01-07.wav,7,sad,1.523945578,male,train
325,RAVDESS,clean/RAVDESS\Actor_07\03-01-04-01-01-02-07.wav,7,sad,1.577414966,male,train
326,RAVDESS,clean/RAVDESS\Actor_07\03-01-04-01-02-01-07.wav,7,sad,1.645578231,male,train
327,RAVDESS,clean/RAVDESS\Actor_07\03-01-04-01-02-02-07.wav,7,sad,1.988798186,male,train
328,RAVDESS,clean/RAVDESS\Actor_07\03-01-04-02-01-01-07.wav,7,sad,2.109433107,male,test
329,RAVDESS,clean/RAVDESS\Actor_07\03-01-04-02-01-02-07.wav,7,sad,2.84829932,male,train
330,RAVDESS,clean/RAVDESS\Actor_07\03-01-04-02-02-01-07.wav,7,sad,2.173968254,male,train
331,RAVDESS,clean/RAVDESS\Actor_07\03-01-04-02-02-02-07.wav,7,sad,1.99845805,male,train
332,RAVDESS,clean/RAVDESS\Actor_07\03-01-05-01-01-01-07.wav,7,angry,3.026984127,male,test
333,RAVDESS,clean/RAVDESS\Actor_07\03-01-05-01-01-02-07.wav,7,angry,3.025668934,male,test
334,RAVDESS,clean/RAVDESS\Actor_07\03-01-05-01-02-01-07.wav,7,angry,2.098095238,male,train
335,RAVDESS,clean/RAVDESS\Actor_07\03-01-05-01-02-02-07.wav,7,angry,2.205941043,male,train
336,RAVDESS,clean/RAVDESS\Actor_07\03-01-05-02-01-01-07.wav,7,angry,3.102131519,male,train
337,RAVDESS,clean/RAVDESS\Actor_07\03-01-05-02-01-02-07.wav,7,angry,3.314421769,male,train
338,RAVDESS,clean/RAVDESS\Actor_07\03-01-05-02-02-01-07.wav,7,angry,2.186530612,male,train
339,RAVDESS,clean/RAVDESS\Actor_07\03-01-05-02-02-02-07.wav,7,angry,3.835873016,male,train
340,RAVDESS,clean/RAVDESS\Actor_07\03-01-06-01-01-01-07.wav,7,fearful,1.829342404,male,train
341,RAVDESS,clean/RAVDESS\Actor_07\03-01-06-01-01-02-07.wav,7,fearful,1.588798186,male,train
342,RAVDESS,clean/RAVDESS\Actor_07\03-01-06-01-02-01-07.wav,7,fearful,1.55755102,male,train
343,RAVDESS,clean/RAVDESS\Actor_07\03-01-06-01-02-02-07.wav,7,fearful,1.51106576,male,train
344,RAVDESS,clean/RAVDESS\Actor_07\03-01-06-02-01-01-07.wav,7,fearful,1.967845805,male,test
345,RAVDESS,clean/RAVDESS\Actor_07\03-01-06-02-01-02-07.wav,7,fearful,1.706258503,male,train
346,RAVDESS,clean/RAVDESS\Actor_07\03-01-06-02-02-01-07.wav,7,fearful,1.810068027,male,test
347,RAVDESS,clean/RAVDESS\Actor_07\03-01-06-02-02-02-07.wav,7,fearful,1.691609977,male,train
348,RAVDESS,clean/RAVDESS\Actor_07\03-01-07-01-01-01-07.wav,7,disgusted,1.595238095,male,train
349,RAVDESS,clean/RAVDESS\Actor_07\03-01-07-01-01-02-07.wav,7,disgusted,1.60675737,male,train
350,RAVDESS,clean/RAVDESS\Actor_07\03-01-07-01-02-01-07.wav,7,disgusted,1.56031746,male,test
351,RAVDESS,clean/RAVDESS\Actor_07\03-01-07-01-02-02-07.wav,7,disgusted,1.608117914,male,train
352,RAVDESS,clean/RAVDESS\Actor_07\03-01-07-02-01-01-07.wav,7,disgusted,2.282403628,male,test
353,RAVDESS,clean/RAVDESS\Actor_07\03-01-07-02-01-02-07.wav,7,disgusted,2.476553288,male,train
354,RAVDESS,clean/RAVDESS\Actor_07\03-01-07-02-02-01-07.wav,7,disgusted,2.281496599,male,train
355,RAVDESS,clean/RAVDESS\Actor_07\03-01-07-02-02-02-07.wav,7,disgusted,2.764988662,male,train
356,RAVDESS,clean/RAVDESS\Actor_07\03-01-08-01-01-01-07.wav,7,surprised,1.638185941,male,train
357,RAVDESS,clean/RAVDESS\Actor_07\03-01-08-01-01-02-07.wav,7,surprised,1.719047619,male,train
358,RAVDESS,clean/RAVDESS\Actor_07\03-01-08-01-02-01-07.wav,7,surprised,1.613061224,male,test
359,RAVDESS,clean/RAVDESS\Actor_07\03-01-08-01-02-02-07.wav,7,surprised,1.606621315,male,train
360,RAVDESS,clean/RAVDESS\Actor_07\03-01-08-02-01-01-07.wav,7,surprised,2.0738322,male,train
361,RAVDESS,clean/RAVDESS\Actor_07\03-01-08-02-01-02-07.wav,7,surprised,1.829160998,male,test
362,RAVDESS,clean/RAVDESS\Actor_07\03-01-08-02-02-01-07.wav,7,surprised,1.618911565,male,train
363,RAVDESS,clean/RAVDESS\Actor_07\03-01-08-02-02-02-07.wav,7,surprised,1.676281179,male,train
364,RAVDESS,clean/RAVDESS\Actor_08\03-01-01-01-01-01-08.wav,8,neutral,1.480181406,female,train
365,RAVDESS,clean/RAVDESS\Actor_08\03-01-01-01-01-02-08.wav,8,neutral,1.683401361,female,train
366,RAVDESS,clean/RAVDESS\Actor_08\03-01-01-01-02-01-08.wav,8,neutral,1.567845805,female,train
367,RAVDESS,clean/RAVDESS\Actor_08\03-01-01-01-02-02-08.wav,8,neutral,1.523764172,female,test
368,RAVDESS,clean/RAVDESS\Actor_08\03-01-03-01-01-01-08.wav,8,happy,1.560181406,female,train
369,RAVDESS,clean/RAVDESS\Actor_08\03-01-03-01-01-02-08.wav,8,happy,1.561678005,female,train
370,RAVDESS,clean/RAVDESS\Actor_08\03-01-03-01-02-01-08.wav,8,happy,1.545668934,female,train
371,RAVDESS,clean/RAVDESS\Actor_08\03-01-03-01-02-02-08.wav,8,happy,1.520090703,female,test
372,RAVDESS,clean/RAVDESS\Actor_08\03-01-03-02-01-01-08.wav,8,happy,1.814693878,female,train
373,RAVDESS,clean/RAVDESS\Actor_08\03-01-03-02-01-02-08.wav,8,happy,1.985623583,female,train
374,RAVDESS,clean/RAVDESS\Actor_08\03-01-03-02-02-01-08.wav,8,happy,2.265668934,female,train
375,RAVDESS,clean/RAVDESS\Actor_08\03-01-03-02-02-02-08.wav,8,happy,2.119319728,female,train
376,RAVDESS,clean/RAVDESS\Actor_08\03-01-04-01-01-01-08.wav,8,sad,1.655056689,female,train
377,RAVDESS,clean/RAVDESS\Actor_08\03-01-04-01-01-02-08.wav,8,sad,1.445260771,female,test
378,RAVDESS,clean/RAVDESS\Actor_08\03-01-04-01-02-01-08.wav,8,sad,1.415147392,female,train
379,RAVDESS,clean/RAVDESS\Actor_08\03-01-04-01-02-02-08.wav,8,sad,1.419818594,female,train
380,RAVDESS,clean/RAVDESS\Actor_08\03-01-04-02-01-01-08.wav,8,sad,1.538004535,female,train
381,RAVDESS,clean/RAVDESS\Actor_08\03-01-04-02-01-02-08.wav,8,sad,1.986530612,female,test
382,RAVDESS,clean/RAVDESS\Actor_08\03-01-04-02-02-01-08.wav,8,sad,1.55569161,female,test
383,RAVDESS,clean/RAVDESS\Actor_08\03-01-04-02-02-02-08.wav,8,sad,2.282312925,female,train
384,RAVDESS,clean/RAVDESS\Actor_08\03-01-05-01-01-01-08.wav,8,angry,1.642086168,female,train
385,RAVDESS,clean/RAVDESS\Actor_08\03-01-05-01-01-02-08.wav,8,angry,1.726984127,female,train
386,RAVDESS,clean/RAVDESS\Actor_08\03-01-05-01-02-01-08.wav,8,angry,1.448027211,female,train
387,RAVDESS,clean/RAVDESS\Actor_08\03-01-05-01-02-02-08.wav,8,angry,1.755147392,female,train
388,RAVDESS,clean/RAVDESS\Actor_08\03-01-05-02-01-01-08.wav,8,angry,2.495147392,female,train
389,RAVDESS,clean/RAVDESS\Actor_08\03-01-05-02-01-02-08.wav,8,angry,2.027891156,female,train
390,RAVDESS,clean/RAVDESS\Actor_08\03-01-05-02-02-01-08.wav,8,angry,1.610249433,female,test
391,RAVDESS,clean/RAVDESS\Actor_08\03-01-05-02-02-02-08.wav,8,angry,1.70585034,female,train
392,RAVDESS,clean/RAVDESS\Actor_08\03-01-06-01-01-01-08.wav,8,fearful,2.489977324,female,train
393,RAVDESS,clean/RAVDESS\Actor_08\03-01-06-01-01-02-08.wav,8,fearful,2.568027211,female,train
394,RAVDESS,clean/RAVDESS\Actor_08\03-01-06-01-02-01-08.wav,8,fearful,1.964444444,female,train
395,RAVDESS,clean/RAVDESS\Actor_08\03-01-06-01-02-02-08.wav,8,fearful,1.660498866,female,train
396,RAVDESS,clean/RAVDESS\Actor_08\03-01-06-02-01-01-08.wav,8,fearful,2.539002268,female,train
397,RAVDESS,clean/RAVDESS\Actor_08\03-01-06-02-01-02-08.wav,8,fearful,2.44276644,female,train
398,RAVDESS,clean/RAVDESS\Actor_08\03-01-06-02-02-01-08.wav,8,fearful,2.265986395,female,test
399,RAVDESS,clean/RAVDESS\Actor_08\03-01-06-02-02-02-08.wav,8,fearful,2.707165533,female,train
400,RAVDESS,clean/RAVDESS\Actor_08\03-01-07-01-01-01-08.wav,8,disgusted,1.748707483,female,train
401,RAVDESS,clean/RAVDESS\Actor_08\03-01-07-01-01-02-08.wav,8,disgusted,1.597188209,female,train
402,RAVDESS,clean/RAVDESS\Actor_08\03-01-07-01-02-01-08.wav,8,disgusted,1.824489796,female,train
403,RAVDESS,clean/RAVDESS\Actor_08\03-01-07-01-02-02-08.wav,8,disgusted,1.705986395,female,train
404,RAVDESS,clean/RAVDESS\Actor_08\03-01-07-02-01-01-08.wav,8,disgusted,2.039319728,female,train
405,RAVDESS,clean/RAVDESS\Actor_08\03-01-07-02-01-02-08.wav,8,disgusted,1.980272109,female,train
406,RAVDESS,clean/RAVDESS\Actor_08\03-01-07-02-02-01-08.wav,8,disgusted,1.676371882,female,train
407,RAVDESS,clean/RAVDESS\Actor_08\03-01-07-02-02-02-08.wav,8,disgusted,1.814648526,female,train
408,RAVDESS,clean/RAVDESS\Actor_08\03-01-08-01-01-01-08.wav,8,surprised,1.580952381,female,train
409,RAVDESS,clean/RAVDESS\Actor_08\03-01-08-01-01-02-08.wav,8,surprised,1.699727891,female,test
410,RAVDESS,clean/RAVDESS\Actor_08\03-01-08-01-02-01-08.wav,8,surprised,1.668752834,female,train
411,RAVDESS,clean/RAVDESS\Actor_08\03-01-08-01-02-02-08.wav,8,surprised,1.580408163,female,train
412,RAVDESS,clean/RAVDESS\Actor_08\03-01-08-02-01-01-08.wav,8,surprised,2.047301587,female,train
413,RAVDESS,clean/RAVDESS\Actor_08\03-01-08-02-01-02-08.wav,8,surprised,1.737052154,female,train
414,RAVDESS,clean/RAVDESS\Actor_08\03-01-08-02-02-01-08.wav,8,surprised,1.624807256,female,train
415,RAVDESS,clean/RAVDESS\Actor_08\03-01-08-02-02-02-08.wav,8,surprised,1.779365079,female,test
416,RAVDESS,clean/RAVDESS\Actor_09\03-01-01-01-01-01-09.wav,9,neutral,2.052517007,male,train
417,RAVDESS,clean/RAVDESS\Actor_09\03-01-01-01-01-02-09.wav,9,neutral,1.317596372,male,train
418,RAVDESS,clean/RAVDESS\Actor_09\03-01-01-01-02-01-09.wav,9,neutral,1.363764172,male,train
419,RAVDESS,clean/RAVDESS\Actor_09\03-01-01-01-02-02-09.wav,9,neutral,1.291519274,male,train
420,RAVDESS,clean/RAVDESS\Actor_09\03-01-03-01-01-01-09.wav,9,happy,1.589342404,male,train
421,RAVDESS,clean/RAVDESS\Actor_09\03-01-03-01-01-02-09.wav,9,happy,1.600997732,male,train
422,RAVDESS,clean/RAVDESS\Actor_09\03-01-03-01-02-01-09.wav,9,happy,1.418730159,male,test
423,RAVDESS,clean/RAVDESS\Actor_09\03-01-03-01-02-02-09.wav,9,happy,1.55324263,male,test
424,RAVDESS,clean/RAVDESS\Actor_09\03-01-03-02-01-01-09.wav,9,happy,2.183673469,male,test
425,RAVDESS,clean/RAVDESS\Actor_09\03-01-03-02-01-02-09.wav,9,happy,2.913741497,male,test
426,RAVDESS,clean/RAVDESS\Actor_09\03-01-03-02-02-01-09.wav,9,happy,1.743537415,male,train
427,RAVDESS,clean/RAVDESS\Actor_09\03-01-03-02-02-02-09.wav,9,happy,1.852879819,male,train
428,RAVDESS,clean/RAVDESS\Actor_09\03-01-04-01-01-01-09.wav,9,sad,0.449977324,male,train
429,RAVDESS,clean/RAVDESS\Actor_09\03-01-04-01-01-02-09.wav,9,sad,0.50861678,male,train
430,RAVDESS,clean/RAVDESS\Actor_09\03-01-04-01-02-01-09.wav,9,sad,0.968707483,male,test
431,RAVDESS,clean/RAVDESS\Actor_09\03-01-04-01-02-02-09.wav,9,sad,0.94031746,male,train
432,RAVDESS,clean/RAVDESS\Actor_09\03-01-04-02-01-01-09.wav,9,sad,1.75047619,male,train
433,RAVDESS,clean/RAVDESS\Actor_09\03-01-04-02-01-02-09.wav,9,sad,1.34276644,male,train
434,RAVDESS,clean/RAVDESS\Actor_09\03-01-04-02-02-01-09.wav,9,sad,1.663356009,male,train
435,RAVDESS,clean/RAVDESS\Actor_09\03-01-04-02-02-02-09.wav,9,sad,1.954376417,male,test
436,RAVDESS,clean/RAVDESS\Actor_09\03-01-05-01-01-01-09.wav,9,angry,1.63968254,male,train
437,RAVDESS,clean/RAVDESS\Actor_09\03-01-05-01-01-02-09.wav,9,angry,1.600453515,male,train
438,RAVDESS,clean/RAVDESS\Actor_09\03-01-05-01-02-01-09.wav,9,angry,1.83292517,male,train
439,RAVDESS,clean/RAVDESS\Actor_09\03-01-05-01-02-02-09.wav,9,angry,1.635102041,male,test
440,RAVDESS,clean/RAVDESS\Actor_09\03-01-05-02-01-01-09.wav,9,angry,2.109659864,male,train
441,RAVDESS,clean/RAVDESS\Actor_09\03-01-05-02-01-02-09.wav,9,angry,2.302222222,male,train
442,RAVDESS,clean/RAVDESS\Actor_09\03-01-05-02-02-01-09.wav,9,angry,2.598004535,male,test
443,RAVDESS,clean/RAVDESS\Actor_09\03-01-05-02-02-02-09.wav,9,angry,2.2830839,male,train
444,RAVDESS,clean/RAVDESS\Actor_09\03-01-06-01-01-01-09.wav,9,fearful,1.086530612,male,train
445,RAVDESS,clean/RAVDESS\Actor_09\03-01-06-01-01-02-09.wav,9,fearful,1.204535147,male,train
446,RAVDESS,clean/RAVDESS\Actor_09\03-01-06-01-02-01-09.wav,9,fearful,1.235147392,male,train
447,RAVDESS,clean/RAVDESS\Actor_09\03-01-06-01-02-02-09.wav,9,fearful,1.188117914,male,test
448,RAVDESS,clean/RAVDESS\Actor_09\03-01-06-02-01-01-09.wav,9,fearful,1.796190476,male,train
449,RAVDESS,clean/RAVDESS\Actor_09\03-01-06-02-01-02-09.wav,9,fearful,1.342947846,male,train
450,RAVDESS,clean/RAVDESS\Actor_09\03-01-06-02-02-01-09.wav,9,fearful,1.424580499,male,train
451,RAVDESS,clean/RAVDESS\Actor_09\03-01-06-02-02-02-09.wav,9,fearful,1.696281179,male,test
452,RAVDESS,clean/RAVDESS\Actor_09\03-01-07-01-01-01-09.wav,9,disgusted,1.2938322,male,train
453,RAVDESS,clean/RAVDESS\Actor_09\03-01-07-01-01-02-09.wav,9,disgusted,1.306077098,male,train
454,RAVDESS,clean/RAVDESS\Actor_09\03-01-07-01-02-01-09.wav,9,disgusted,1.357732426,male,train
455,RAVDESS,clean/RAVDESS\Actor_09\03-01-07-01-02-02-09.wav,9,disgusted,1.502040816,male,train
456,RAVDESS,clean/RAVDESS\Actor_09\03-01-07-02-01-01-09.wav,9,disgusted,1.612517007,male,train
457,RAVDESS,clean/RAVDESS\Actor_09\03-01-07-02-01-02-09.wav,9,disgusted,1.715782313,male,train
458,RAVDESS,clean/RAVDESS\Actor_09\03-01-07-02-02-01-09.wav,9,disgusted,1.710521542,male,train
459,RAVDESS,clean/RAVDESS\Actor_09\03-01-07-02-02-02-09.wav,9,disgusted,1.790204082,male,train
460,RAVDESS,clean/RAVDESS\Actor_09\03-01-08-01-01-01-09.wav,9,surprised,1.066575964,male,train
461,RAVDESS,clean/RAVDESS\Actor_09\03-01-08-01-01-02-09.wav,9,surprised,1.273786848,male,test
462,RAVDESS,clean/RAVDESS\Actor_09\03-01-08-01-02-01-09.wav,9,surprised,1.444897959,male,test
463,RAVDESS,clean/RAVDESS\Actor_09\03-01-08-01-02-02-09.wav,9,surprised,1.480226757,male,train
464,RAVDESS,clean/RAVDESS\Actor_09\03-01-08-02-01-01-09.wav,9,surprised,1.389115646,male,test
465,RAVDESS,clean/RAVDESS\Actor_09\03-01-08-02-01-02-09.wav,9,surprised,1.29968254,male,train
466,RAVDESS,clean/RAVDESS\Actor_09\03-01-08-02-02-01-09.wav,9,surprised,1.408979592,male,train
467,RAVDESS,clean/RAVDESS\Actor_09\03-01-08-02-02-02-09.wav,9,surprised,1.525442177,male,test
468,RAVDESS,clean/RAVDESS\Actor_10\03-01-01-01-01-01-10.wav,10,neutral,1.678412698,female,train
469,RAVDESS,clean/RAVDESS\Actor_10\03-01-01-01-01-02-10.wav,10,neutral,1.962267574,female,train
470,RAVDESS,clean/RAVDESS\Actor_10\03-01-01-01-02-01-10.wav,10,neutral,1.856235828,female,train
471,RAVDESS,clean/RAVDESS\Actor_10\03-01-01-01-02-02-10.wav,10,neutral,1.732290249,female,train
472,RAVDESS,clean/RAVDESS\Actor_10\03-01-03-01-01-01-10.wav,10,happy,1.608390023,female,train
473,RAVDESS,clean/RAVDESS\Actor_10\03-01-03-01-01-02-10.wav,10,happy,1.601133787,female,train
474,RAVDESS,clean/RAVDESS\Actor_10\03-01-03-01-02-01-10.wav,10,happy,1.620181406,female,train
475,RAVDESS,clean/RAVDESS\Actor_10\03-01-03-01-02-02-10.wav,10,happy,1.475464853,female,train
476,RAVDESS,clean/RAVDESS\Actor_10\03-01-03-02-01-01-10.wav,10,happy,2.346258503,female,train
477,RAVDESS,clean/RAVDESS\Actor_10\03-01-03-02-01-02-10.wav,10,happy,2.244671202,female,test
478,RAVDESS,clean/RAVDESS\Actor_10\03-01-03-02-02-01-10.wav,10,happy,2.556689342,female,test
479,RAVDESS,clean/RAVDESS\Actor_10\03-01-03-02-02-02-10.wav,10,happy,2.29292517,female,train
480,RAVDESS,clean/RAVDESS\Actor_10\03-01-04-01-01-01-10.wav,10,sad,1.474285714,female,train
481,RAVDESS,clean/RAVDESS\Actor_10\03-01-04-01-01-02-10.wav,10,sad,1.593151927,female,train
482,RAVDESS,clean/RAVDESS\Actor_10\03-01-04-01-02-01-10.wav,10,sad,1.622675737,female,train
483,RAVDESS,clean/RAVDESS\Actor_10\03-01-04-01-02-02-10.wav,10,sad,1.831247166,female,train
